,rank,name,year,Yahoo_rating,country,genres,budget,revenue,keywords,MLens_rating,tmdb_id
492,493,David Bowie Is,2013,4.42,GB,Documentary/Music,0.0,0.0,,,197393
493,494,The story of a butcher shop,2013,4.39,,,,,,,0
494,495,Life Fruit,2016,4.37,,Documentary,0.0,0.0,japan/nature,,512350
495,496,A man with a rainbow over the River Kwai,2016,4.37,,,,,,,0
496,497,Naoto Intiraymi's Adventures Book of Travels Diary,2013,4.36,,,,,,,0
497,498,Ototoki,2017,4.34,JP,Documentary/Music,0.0,0.0,,,544815
498,499,Start Line,2016,4.34,,Documentary,0.0,0.0,,,456313
499,500,Miri Kitani Cat,2006,4.32,,,,,,,0
500,501,Battle of Algiers,1966,4.32,IT,Drama/War/History,800000.0,921548.0,bomb/muslim/resistance/revolution/algerian/independence/insurrection/government/torture/united nations/underground fighting/algiers/military/casbah/battle of algiers/struggle for independence,3.9754098360655736,17295
501,502,"Dancer, Sergei Polunin The world's most elegant wild beast",2016,4.31,,,,,,,0
502,503,Walking to Lhasa -2400km of prayer,2015,4.3,,,,,,,0
503,504,The Rolling Stones Shine A Light,2008,4.29,GB,Documentary/Music,0.0,0.0,new york/movie business/legend/song/public/rolling stones/rock/guest/music/concert/theatre milieu,3.111111111111111,7944
504,505,Bill Cunningham & New York,2010,4.29,US,Documentary,0.0,1339650.0,"fashion/manhattan, new york city/milliner/new york city ballet/poncho/haute couture/hat shop/traffic/new york times/landlord tenant relationship/le carousel du louvre paris/tearing up a bank check ",3.8333333333333335,55244
505,506,Broadway ♪ Broadway Dreams on the Chorus Line,2008,4.28,,,,,,,0
506,507,Wangsei House,2015,4.27,,,,,,,0
507,508,WE ARE X,2016,4.26,GB,Music/Documentary,0.0,0.0,rock band/japanese music,,376391
508,509,Exit Through The Gift Shop,2010,4.26,GB,Documentary,0.0,4790751.0,graffiti/fraud/cousin/painting/street artist/prank/fame/eccentric/art/art gallery/modern art,4.04375,39452
509,510,Promise Nabari Poison Wine Case Life of Death Prisoner,2012,4.22,,,,,,,0
